release_path,original_sha256,sanitized_sha256,replacement_count,transformation
units/hiha_matchability_attribution/manifests/alpha0_focused025_125_result.yaml,0a96dc2e4051794775bbeb475d2585e96e4a01ea7ac98b9c86bcf09c20ff5fc7,c9cfd4f466033eed2e037e740b58ee386ba65b37c7998bdfdef51d7416b0e87a,4,repository root -> <repository-root>; user home -> <user-home>
units/pbmc_primary/run_evidence/pbmc_ifnb_nk_cells_stim_seed1_taumin0p5_taumax1_alpha2_coreot_full/derived/incomplete_reference/derivation_manifest.yaml,85a20e5e6a019cf67d1724e658f76d3c60bde0dce56b266dcdc4731eafc979e5,a864366c661c264716fc6c184a00b9dbb8cd03aef8f6929101e8468c185a3f75,3,repository root -> <repository-root>; user home -> <user-home>
units/pbmc_primary/run_evidence/pbmc_ifnb_nk_cells_stim_seed1_taumin0p5_taumax1_alpha2_coreot_full/derived/incomplete_reference/prior_profiles/default/prior_manifest.yaml,3389ec8d52508a1f4ec46f3115571ac53f2285f26d75f8aba08c117f07d2960e,6d530c8d1550acc310222fe1699c2e4c6f4910117b850d55797a2c95e11bb17d,2,repository root -> <repository-root>; user home -> <user-home>
units/pbmc_primary/run_evidence/pbmc_ifnb_nk_cells_stim_seed2_taumin0p5_taumax1_alpha2_coreot_full/derived/full_reference_control/derivation_manifest.yaml,4c9f56dcff6c840b7d90f46bcec9eb4c18e4d20d603fad1972f93b47d03a18d4,1fd102a60b69434fe61dcc123690ddb3c8260406142a95db0a64f11d0d2a218e,3,repository root -> <repository-root>; user home -> <user-home>
units/pbmc_primary/run_evidence/pbmc_ifnb_nk_cells_stim_seed2_taumin0p5_taumax1_alpha2_coreot_full/derived/full_reference_control/prior_profiles/default/prior_manifest.yaml,1bf83afa2b000174a8650701cc0f8dce58d1d9daeea2143f05e5a37a299a8490,4568ae2629ab548c5138ed1fa3956467bb356f5b8bb43148afba07e487a055b0,2,repository root -> <repository-root>; user home -> <user-home>
units/pbmc_primary/run_evidence/pbmc_ifnb_nk_cells_stim_seed2_taumin0p5_taumax1_alpha2_coreot_full/derived/incomplete_reference/derivation_manifest.yaml,d30e98612c0a3210c4514ff6267c522cb1cefd1fdb18357c3055425c3b2501d0,0ca533e8aad2e83f4351316d79fc59382b282f02aea7efbe419e16f8768d1899,3,repository root -> <repository-root>; user home -> <user-home>
units/pbmc_primary/run_evidence/pbmc_ifnb_nk_cells_stim_seed2_taumin0p5_taumax1_alpha2_coreot_full/derived/incomplete_reference/prior_profiles/default/prior_manifest.yaml,c37770fd3cdefc977ac68a9a5b2c092b35bfecdf2b3bf764faa7b35a2562271c,8bc4a2611ce7c56ca2ccf0166aaa3bb361e9eeb8b01fdae9fa448f7464db6326,2,repository root -> <repository-root>; user home -> <user-home>
units/pbmc_primary/run_evidence/pbmc_ifnb_nk_cells_stim_seed3_taumin0p5_taumax1_alpha2_coreot_full/derived/full_reference_control/derivation_manifest.yaml,28f9171d6996c0d5f1cca72f4ca6d919734f055e0bd6f1ea93029daaf9e7bbfc,030359d299562cd47475b83eb3f5b0b5bc1cf13c8f034625d13cb05a8773b297,3,repository root -> <repository-root>; user home -> <user-home>
units/pbmc_primary/run_evidence/pbmc_ifnb_nk_cells_stim_seed3_taumin0p5_taumax1_alpha2_coreot_full/derived/full_reference_control/prior_profiles/default/prior_manifest.yaml,1633610a4426e6ac78121e31843e1621520dc401760cbbc9429ba19d06300bbc,675f5df96a46694af220ccdec9f8f1c984bd7f812d7a7a6dd7d62a7009decc22,2,repository root -> <repository-root>; user home -> <user-home>
units/pbmc_primary/run_evidence/pbmc_ifnb_nk_cells_stim_seed3_taumin0p5_taumax1_alpha2_coreot_full/derived/incomplete_reference/derivation_manifest.yaml,6e17b7123aa98f7c69e99aa669d19498791bfa7819f4feab68eeb5468208da76,00c139ef1464867aa52b16924c60d54e6dfd218d1c2138c33ecf3104f122586c,3,repository root -> <repository-root>; user home -> <user-home>
units/pbmc_primary/run_evidence/pbmc_ifnb_nk_cells_stim_seed3_taumin0p5_taumax1_alpha2_coreot_full/derived/incomplete_reference/prior_profiles/default/prior_manifest.yaml,7a4d0954039cfd98d9510666446c1bf1717c7f59fec1e7637cd0cba3bb780f96,538165a9b4bd5585abbe83ce49d5b754168c9ad7005ce727a75fac094c62485d,2,repository root -> <repository-root>; user home -> <user-home>
units/pbmc_primary/run_evidence/pbmc_ifnb_nk_cells_stim_seed4_taumin0p5_taumax1_alpha2_coreot_full/derived/full_reference_control/derivation_manifest.yaml,e891b22122e97ad7ac1242ba4b4aa69c09bf6661af6745281485bcf682dabd34,9e812a8fb44083ecbfec92a5c200983d4987524bd698e491626bd1e45584b737,3,repository root -> <repository-root>; user home -> <user-home>
units/pbmc_primary/run_evidence/pbmc_ifnb_nk_cells_stim_seed4_taumin0p5_taumax1_alpha2_coreot_full/derived/full_reference_control/prior_profiles/default/prior_manifest.yaml,7ac029b6eec575285495968e9a71474283cce4e4eec94db404cb52dd98b38bf3,e6fac23e9588c22d8779d2c41b635fd7cb8e7bc06f1db053f47f548e60604590,2,repository root -> <repository-root>; user home -> <user-home>
units/pbmc_primary/run_evidence/pbmc_ifnb_nk_cells_stim_seed4_taumin0p5_taumax1_alpha2_coreot_full/derived/incomplete_reference/derivation_manifest.yaml,e464170d2d4993d33aa58595ac37a88c95db1c7cf50ed524333ddb2415ee762e,11bfc34321618412690e357ff3c8d055415ddb2907cd4ba404930671608f78a2,3,repository root -> <repository-root>; user home -> <user-home>
units/pbmc_primary/run_evidence/pbmc_ifnb_nk_cells_stim_seed4_taumin0p5_taumax1_alpha2_coreot_full/derived/incomplete_reference/prior_profiles/default/prior_manifest.yaml,27db8f238a1535414c94be16ad5642f3515c4a1b9a188cd5afd9cebf3c5280b5,3543f84d29801391e469c5c42e07b9bc15c2f478669f102e33e75b759465a33f,2,repository root -> <repository-root>; user home -> <user-home>
units/pbmc_primary/run_evidence/pbmc_ifnb_nk_cells_stim_seed5_taumin0p5_taumax1_alpha2_coreot_full/derived/full_reference_control/derivation_manifest.yaml,934e3ab8cfe65f799f96c22ac69c221461482f82e48f3aebc7b5120fbadb9a50,a3c5a8fc8f6d208353b32664523d925fa773a5811fed9e96e61b2cf6afa4bc49,3,repository root -> <repository-root>; user home -> <user-home>
units/pbmc_primary/run_evidence/pbmc_ifnb_nk_cells_stim_seed5_taumin0p5_taumax1_alpha2_coreot_full/derived/full_reference_control/prior_profiles/default/prior_manifest.yaml,555ae7e398890017e4bb239cdac04510077159a82c4a8ac79129b0919e76bbb0,125a2472d511754ebc6d4fcad09d50171cd168420a9fb1df4fb28cf8c9ef79cc,2,repository root -> <repository-root>; user home -> <user-home>
units/pbmc_primary/run_evidence/pbmc_ifnb_nk_cells_stim_seed5_taumin0p5_taumax1_alpha2_coreot_full/derived/incomplete_reference/derivation_manifest.yaml,0e0a838c0b5e5ec5f7e9a9d884c08ead5155bb81e6d388f652e2893c525cb367,2c2f9c77208452b8c006b387e07a607d4d3b5103597eac370649154705e8c37f,3,repository root -> <repository-root>; user home -> <user-home>
units/pbmc_primary/run_evidence/pbmc_ifnb_nk_cells_stim_seed5_taumin0p5_taumax1_alpha2_coreot_full/derived/incomplete_reference/prior_profiles/default/prior_manifest.yaml,f87994ffa591f81b24f90882f11221e0c7374ef9911517934838ea6060eccfce,29288adcb326519e27eaad9d93934f9bfd1de4fc4207c11b42865e6095eafdb2,2,repository root -> <repository-root>; user home -> <user-home>
units/pbmc_primary/verified_results/current_revalidation/PBMC/manuscript/figure3/figure_3_pbmc_manifest.yaml,d488e8a968ccd7c41717765083be4fe8bba4d38219ed27518ee44c5b256b5d21,94886a94e9d582c70958ee6cd8c03b93de00d893ef0e34ac6e0bd9af9edc441a,1,repository root -> <repository-root>; user home -> <user-home>
units/pbmc_primary/verified_results/figure3/figure_3_pbmc_manifest.yaml,0672d3a813dc408fc39e73d558be653960dd37b52a9dc84981fb08babf62c923,9c8506cd9d2a71d02a64ff9a9a42e0466dc640be2e3cc86d3935face26f5dd1f,1,repository root -> <repository-root>; user home -> <user-home>
